Category,Brand,Model,Product Name,SKU Variation,Product Link,Description,Specification
Hardware / Fasteners / Screws / Structural Screws,SPAX,3571820801270,5/16 in. x 5 in. Exterior Hex Head Structural Wood Lag Screws Powerlags Hex (250 Each) Bulk Pail Bit Included,250~~5/16 in~~5 in,https://www.homedepot.com/p/SPAX-5-16-in-x-5-in-Exterior-Hex-Head-Structural-Wood-Lag-Screws-Powerlags-Hex-250-Each-Bulk-Pail-Bit-Included-3571820801270/328348657,"About This Product
The SPAX Factor - For the craftsman that concentrates on the details, We Work for You. For the Pro that puts qualify first, we help you create stronger connections, enhance performance and improve results when your reputation is on the line. Say Good Bye to your fathers traditional lag. SPAX PowerLags offer superior installation performance and durability over traditional lag screws and carriage bolts for structural wood construction. Made of carbon steel and coated for long term durability to ensure your project endures made SPAX is your trusted partner for your fastening needs. Do it Once, Do it Right with SPAX.
Highlights:
- 40% Lower driving torque with patented serrated cutting threads
- No pre-drilling needed with heat treated 4CUT point technology
- Great for patio, deck, treated lumber, heavy duty outdoor project
Check out our threads, our patented thread serration technology allows the screw to be driven faster, reduces splitting in wood and reduces driving torque by 40 % let the SPAX factor take some of the hassle out of your next projec Ideal replacement for the conventional lag, IRC/IBC code compliant True to size thread diameters, grade 5 heat treat and the washer head style are just some of this fasteners distinct advantages, tested under the toughest scenarios to give you confidence in every connection SPAX 5/16 in. hex power lags require a 7/16 in. hex driver HCR (high corrosion resistant) double barrier coating is tested and recognized for use in ground contact and pressure treated lumber for exterior fresh water general construction applications Engineered and manufactured
Product Information
Internet # 328348657 Model # 3571820801270 Store SKU # 1010652917 Store SO SKU # None","Details:
  - Drive Style: Hex
  - Fastener Color: Black
  - Fastener Material: Carbon Steel
  - Fastener Plating: Painted
  - Fastener Type: Structural Screws
  - Features: ACQ Rated,Self Tapping
  - Grade: Not Graded
  - Head Style: Hex Head
  - Included: Driver Bit,Screw
  - Interior/Exterior: Exterior,Interior
  - Materials Fastened: Wood to Wood
  - Measurement Standard: SAE
  - Measurement System: Inches
  - Package Quantity: 250
  - Product Weight (lb.): 16.5 lb
  - Returnable: 90-Day
  - Thread Pitch (mm): 4 mm
  - Thread Style: Serrated Thread
  - Threads Per Inch (TPI): 6 TPI

Warranty / Certifications:
  - Manufacturer Warranty: For warranty information on this product, please call the Customer Service Center at 1-800-435-4654.

Dimensions:
  - Screw Length: 5 in
  - Size: 5/16 in
"
Hardware / Fasteners / Screws / Structural Screws,SPAX,4571820700505,1/4 in. x 2 in. Exterior Hex Head Structural Wood Lag Screws Powerlags Hex (50 Each) Bit Included,50~~1/4 in~~2 in,https://www.homedepot.com/p/SPAX-1-4-in-x-2-in-Exterior-Hex-Head-Structural-Wood-Lag-Screws-Powerlags-Hex-50-Each-Bit-Included-4571820700505/203261692,"About This Product
The SPAX Factor - For the craftsman that concentrates on the details, We Work for You. For the Pro that puts qualify first, we help you create stronger connections, enhance performance and improve results when your reputation is on the line. Say Good Bye to your fathers traditional lag. SPAX PowerLags offer superior installation performance and durability over traditional lag screws and carriage bolts for structural wood construction. Made of carbon steel and coated for long term durability to ensure your project endures. U.S made SPAX is your trusted partner for your fastening needs. Do it Once, Do it Right with SPAX.
Highlights:
- 40% Lower driving torque with patented serrated cutting threads
- No pre-drilling needed with heat treated 4CUT point technology
- Great for patio, deck, treated lumber, heavy duty outdoor project
Check out our Threads! Our patented thread serration technology allows the screw to be driven faster, reduces splitting in wood, and reduces driving torque by 40 percent. Let the SPAX FACTOR take some of the hassle out of your next project The ideal replacement for the conventional lag. IRC/IBC Code Compliant: TER-No. 1912-21 True to size thread diameters, grade 5 heat treat, and the washer head style are just some of this fastener's distinct advantages. Tested under the toughest scenarios to give you confidence in every connection The HCR (High Corrosion Resistant) double barrier coating is tested and recognized for use in ground contact and pressure treated lumber for exterior fresh water general construction applications Engineered and Manufactured in the USA SPAX 1/4-in. Hex PowerLags require a 3/8-in. Hex Driver Common applications: Landscaping timber, deck ledger attachment, fencing, exterior treated lumber, structural wood to wood connections Bit Included
Product Information
Internet # 203261692 Model # 4571820700505 Store SKU # 1000740835 Store SO SKU # None","Details:
  - Drive Style: Hex
  - Fastener Color: Black
  - Fastener Material: Carbon Steel
  - Fastener Plating: Painted
  - Fastener Type: Structural Screws
  - Features: ACQ Rated,Self Tapping
  - Grade: Not Graded
  - Head Style: Hex Head
  - Included: Screw
  - Interior/Exterior: Exterior,Interior
  - Materials Fastened: Wood to Wood
  - Measurement Standard: SAE
  - Measurement System: Inches
  - Package Quantity: 50
  - Product Weight (lb.): 0.024 lb
  - Returnable: 90-Day
  - Thread Pitch (mm): 3.5 mm
  - Thread Style: Serrated Thread
  - Threads Per Inch (TPI): 7 TPI

Warranty / Certifications:
  - Manufacturer Warranty: For warranty information on this product, please call the Customer Service Center at 1-800-435-4654.

Dimensions:
  - Screw Length: 2 in
  - Size: 1/4 in
"
Hardware / Fasteners / Screws / Structural Screws,SPAX,4571820801007,5/16 in. x 4 in. Exterior Hex Head Structural Wood Lag Screws Powerlags Hex (1 Each),1~~5/16 in~~4 in,https://www.homedepot.com/p/SPAX-5-16-in-x-4-in-Exterior-Hex-Head-Structural-Wood-Lag-Screws-Powerlags-Hex-1-Each-4571820801007/202041045,"About This Product
The SPAX Factor- For the craftsman that concentrates on the details, We Work for You. For the Pro that puts qualify first, we help you create stronger connections, enhance performance and improve results when your reputation is on the line. Say Good Bye to your fathers traditional lag. SPAX PowerLags offer superior installation performance and durability over traditional lag screws and carriage bolts for structural wood construction. Made of carbon steel and coated for long term durability to ensure your project endures. Made SPAX is your trusted partner for your fastening needs. Do it Once, Do it Right with SPAX.
Highlights:
- 40% Lower driving torque with patented serrated cutting threads
- No pre-drilling needed with heat treated 4CUT point technology
- Great for patio, deck, treated lumber, heavy duty outdoor project
Check out our threads, our patented thread serration technology allows the screw to be driven faster, reduces splitting in wood, and reduces driving torque by 40%, let the SPAX factor take some of the hassle out of your next project Ideal replacement for the conventional lag, IRC/IBC code compliant: TER-No. 1912-17 True to size thread diameters, grade 5 heat treat, and the washer head style are just some of this fastener's distinct advantages, tested under the toughest scenarios to give you confidence in every connection HCR (high corrosion resistant) double barrier coating is tested and recognized for use in ground contact and pressure treated lumber for exterior fresh water general construction applications Engineered and manufactured in the USA SPAX 5/16 in. hex powerlags require a 7/16 in. hex driver Common applications: landscaping timber, deck ledger attachment, fencing, exterior treated lumber, structural wood to wood connections
Product Information
Internet # 202041045 Model # 4571820801007 Store SKU # 368942 Store SO SKU # None","Details:
  - Drive Style: Hex
  - Fastener Color: Black
  - Fastener Material: Carbon Steel
  - Fastener Plating: Painted
  - Fastener Type: Structural Screws
  - Features: ACQ Rated,Self Tapping
  - Grade: Not Graded
  - Head Style: Hex Head
  - Included: Screw
  - Interior/Exterior: Exterior,Interior
  - Materials Fastened: Wood to Wood
  - Measurement Standard: SAE
  - Measurement System: Inches
  - Package Quantity: 1
  - Product Weight (lb.): .056 lb
  - Returnable: 90-Day
  - Thread Pitch (mm): 4 mm
  - Thread Style: Serrated Thread
  - Threads Per Inch (TPI): 6 TPI

Warranty / Certifications:
  - Manufacturer Warranty: For warranty information on this product, please call the Customer Service Center at 1-800-435-4654.

Dimensions:
  - Screw Length: 4 in
  - Size: 5/16 in
"
Hardware / Fasteners / Screws / Structural Screws,SPAX,4571820800755,5/16 in. x 3 in. Powerlag Hex Drive Washer Head High Corrosion Resistant Coating Lag Screw (50 per Box),50~~5/16 in~~3 in,https://www.homedepot.com/p/SPAX-5-16-in-x-3-in-Powerlag-Hex-Drive-Washer-Head-High-Corrosion-Resistant-Coating-Lag-Screw-50-per-Box-4571820800755/203261698,"About This Product
Discover the SPAX Advantage. This German engineered/American manufactured SPAX 5/16 in. x 3 in. Hex Washer Head HCR PowerLag screw offers a premium quality fastening solution to help ensure professional results in less time than inferior imported screws. Say Good Bye to your father's traditional lag. SPAX PowerLags offer superior installation performance and durability over traditional lag screws and carriage bolts for structural wood construction. Made of carbon steel and coated for long term durability to ensure your project endures. Do it Once, Do it Right with SPAX.
Highlights:
- 40% Lower driving torque with patented serrated cutting threads
- No pre-drilling needed with heat treated 4CUT point technology
- Great for patio, deck, treated lumber, heavy duty outdoor project
Check out our threads, our patented thread technology allows the screw to be driven faster, is easier to install and reduces splitting in wood, let SPAX take some of the hassle out of your next project Trend setting low profile built-on washer head design offers a contemporary and sleek finished installation, excellent draw down strength without the need for a separate washer delivers superior clamping ability and an easier installation High corrosive resistant (HCR) coating makes these screws ideal for use in treated lumber and exterior applications Heat treated grade 5 durability, subjecting the screw to heat treating gives greater strength and reduces breakage
Product Information
Internet # 203261698 Model # 4571820800755 Store SKU # 1000782184 Store SO SKU # 1000782184","Details:
  - Drive Style: Hex
  - Fastener Color: Black
  - Fastener Material: Carbon Steel
  - Fastener Plating: Painted
  - Fastener Type: Structural Screws
  - Features: ACQ Rated,Self Tapping
  - Grade: Not Graded
  - Head Style: Hex Head
  - Included: Screw
  - Interior/Exterior: Exterior,Interior
  - Materials Fastened: Wood to Wood
  - Measurement Standard: SAE
  - Measurement System: Inches
  - Package Quantity: 50
  - Product Weight (lb.): 0.046 lb
  - Returnable: 90-Day
  - Thread Pitch (mm): 4 mm
  - Thread Style: Serrated Thread
  - Threads Per Inch (TPI): 6 TPI

Warranty / Certifications:
  - Manufacturer Warranty: For warranty information on this product, please call the Customer Service Center at 1-800-435-4654.

Dimensions:
  - Screw Length: 3 in
  - Size: 5/16 in
"
Hardware / Fasteners / Screws / Structural Screws,SPAX,4571820701525,1/4 in. x 6 in. Exterior Hex Head Structural Wood Lag Screws Powerlags Hex (50 Each) Bit Included,50~~1/4 in~~6 in,https://www.homedepot.com/p/SPAX-1-4-in-x-6-in-Exterior-Hex-Head-Structural-Wood-Lag-Screws-Powerlags-Hex-50-Each-Bit-Included-4571820701525/203261696,"About This Product
The SPAX Factor - For the craftsman that concentrates on the details, We Work for You. For the Pro that puts qualify first, we help you create stronger connections, enhance performance and improve results when your reputation is on the line. Say Good Bye to your fathers traditional lag. SPAX PowerLags offer superior installation performance and durability over traditional lag screws and carriage bolts for structural wood construction. Made of carbon steel and coated for long term durability to ensure your project endures. SPAX is your trusted partner for your fastening needs. Do it Once, Do it Right with SPAX.
Highlights:
- 40% Lower driving torque with patented serrated cutting threads
- No pre-drilling needed with heat treated 4CUT point technology
- Great for patio, deck, treated lumber, heavy duty outdoor project
Check out our threads, our patented thread serration technology allows the screw to be driven faster, reduces splitting in wood, and reduces driving torque by 40%, let the SPAX factor take some of the hassle out of your next project Ideal replacement for the conventional lag, IRC/IBC code compliant: TER-No. 1912-19 True to size thread diameters, grade 5 heat treat, and the washer head style are just some of this fastener's distinct advantages, tested under the toughest scenarios to give you confidence in every connection HCR (high corrosion resistant) double barrier coating is tested and recognized for use in ground contact and pressure treated lumber for exterior fresh water general construction applications Engineered and manufactured in the USA SPAX 1/4 in. hex powerlags require a 3/8 in. hex driver Common applications: landscaping timber, deck ledger attachment, fencing, exterior treated lumber, structural wood to wood connections Bit included
Product Information
Internet # 203261696 Model # 4571820701525 Store SKU # 1006240273 Store SO SKU # 1000782118","Details:
  - Drive Style: Hex
  - Fastener Color: Black
  - Fastener Material: Carbon Steel
  - Fastener Plating: Painted
  - Fastener Type: Structural Screws
  - Features: ACQ Rated,Self Tapping
  - Grade: Not Graded
  - Head Style: Hex Head
  - Included: Screw
  - Interior/Exterior: Exterior,Interior
  - Materials Fastened: Wood to Wood
  - Measurement Standard: SAE
  - Measurement System: Inches
  - Package Quantity: 50
  - Product Weight (lb.): 0.059 lb
  - Returnable: 90-Day
  - Thread Pitch (mm): 3.5 mm
  - Thread Style: Serrated Thread
  - Threads Per Inch (TPI): 7 TPI

Warranty / Certifications:
  - Manufacturer Warranty: For warranty information on this product, please call the Customer Service Center at 1-800-435-4654.

Dimensions:
  - Screw Length: 6 in
  - Size: 1/4 in
"
Hardware / Fasteners / Screws / Structural Screws,SPAX,4571820701527,1/4 in. x 6 in. Exterior Hex Head Structural Wood Lag Screws Powerlags Hex (1 Each),1~~1/4 in~~6 in,https://www.homedepot.com/p/SPAX-1-4-in-x-6-in-Exterior-Hex-Head-Structural-Wood-Lag-Screws-Powerlags-Hex-1-Each-4571820701527/202041040,"About This Product
The SPAX Factor - For the craftsman that concentrates on the details, We Work for You. For the Pro that puts qualify first, we help you create stronger connections, enhance performance and improve results when your reputation is on the line. Say Good Bye to your fathers traditional lag. SPAX PowerLags offer superior installation performance and durability over traditional lag screws and carriage bolts for structural wood construction. Made of carbon steel and coated for long term durability to ensure your project endures. U.S made SPAX is your trusted partner for your fastening needs. Do it Once, Do it Right with SPAX.
Highlights:
- 40% Lower driving torque with patented serrated cutting threads
- No pre-drilling needed with heat treated 4CUT point technology
- Great for patio, deck, treated lumber, heavy duty outdoor project
Check out our Threads! Our patented thread serration technology allows the screw to be driven faster, reduces splitting in wood, and reduces driving torque by 40 percent. Let the SPAX FACTOR take some of the hassle out of your next project The ideal replacement for the conventional lag. IRC/IBC Code Compliant: TER-No. 1912-22 True to size thread diameters, grade 5 heat treat, and the washer head style are just some of this fastener's distinct advantages. Tested under the toughest scenarios to give you confidence in every connection The HCR (High Corrosion Resistant) double barrier coating is tested and recognized for use in ground contact and pressure treated lumber for exterior fresh water general construction applications Engineered and Manufactured in the USA SPAX 1/4-in. Hex PowerLags require a 3/8-in. Hex Driver Common applications: Landscaping timber, deck ledger attachment, fencing, exterior treated lumber, structural wood to wood connections
Product Information
Internet # 202041040 Model # 4571820701527 Store SKU # 367646 Store SO SKU # None","Details:
  - Drive Style: Hex
  - Fastener Color: Black
  - Fastener Material: Carbon Steel
  - Fastener Plating: Painted
  - Fastener Type: Structural Screws
  - Features: ACQ Rated,Self Tapping
  - Grade: Not Graded
  - Head Style: Hex Head
  - Included: Screw
  - Interior/Exterior: Exterior,Interior
  - Materials Fastened: Wood to Wood
  - Measurement Standard: SAE
  - Measurement System: Inches
  - Package Quantity: 1
  - Product Weight (lb.): .059 lb
  - Returnable: 90-Day
  - Thread Pitch (mm): 3.5 mm
  - Thread Style: Serrated Thread
  - Threads Per Inch (TPI): 7 TPI

Warranty / Certifications:
  - Manufacturer Warranty: For warranty information on this product, please call the Customer Service Center at 1-800-435-4654.

Dimensions:
  - Screw Length: 6 in
  - Size: 1/4 in
"
Hardware / Fasteners / Screws / Structural Screws,SPAX,4571820801005,5/16 in. x 4 in. Exterior Hex Head Structural Wood Lag Screws Powerlags Hex (50 Each) Bit Included,50~~5/16 in~~4 in,https://www.homedepot.com/p/SPAX-5-16-in-x-4-in-Exterior-Hex-Head-Structural-Wood-Lag-Screws-Powerlags-Hex-50-Each-Bit-Included-4571820801005/203261702,"About This Product
The SPAX Factor - For the craftsman that concentrates on the details, We Work for You. For the Pro that puts qualify first, we help you create stronger connections, enhance performance and improve results when your reputation is on the line. Say Good Bye to your fathers traditional lag. SPAX PowerLags offer superior installation performance and durability over traditional lag screws and carriage bolts for structural wood construction. Made of carbon steel and coated for long term durability to ensure your project endures. U.S made SPAX is your trusted partner for your fastening needs. Do it Once, Do it Right with SPAX.
Highlights:
- 40% Lower driving torque with patented serrated cutting threads
- No pre-drilling needed with heat treated 4CUT point technology
- Great for patio, deck, treated lumber, heavy duty outdoor project
The trend setting low profile built-on washer head design offers a contemporary and sleek finished installation. Excellent draw down strength without the need for a separate washer delivers superior clamping ability and 40% less driving torque. Stay Stronger for Longer! Heat Treated Grade 5 Durability. Subjecting the screw to heat treating gives greater strength and reduces breakage. Tested under the tougest scenerios to give you confidence in every connection. Check out our Threads!! Our patented thread serration technology allows the screw to be driven faster, easier to install, and reduces splitting in wood. Let the SPAX FACTOR take some of the hassle out of your next project. The ideal replacement for the conventional lag. ICC-ES building code recognized for use in structural wood to wood applications. Check out our ICC-ES Report ESR-1860 Options! And more Options! Offers the largest selection of code recognized structural wood to wood engineered fasteners in the industry. SPAX 5/16-in. Hex PowerLags require a 7/16-in. Hex Driver Common applications: Landscaping timber, deck ledger attachment, fencing, exterior treated lumber, structural wood to wood connections Bit Included
Product Information
Internet # 203261702 Model # 4571820801005 Store SKU # 1006238764 Store SO SKU # 1000781701","Details:
  - Drive Style: Hex
  - Fastener Color: Black
  - Fastener Material: Carbon Steel
  - Fastener Plating: Painted
  - Fastener Type: Structural Screws
  - Features: ACQ Rated,Self Tapping
  - Grade: Not Graded
  - Head Style: Hex Head
  - Included: Driver Bit,Screw
  - Interior/Exterior: Exterior,Interior
  - Materials Fastened: Wood to Wood
  - Measurement Standard: SAE
  - Measurement System: Inches
  - Package Quantity: 50
  - Product Weight (lb.): 2.97 lb
  - Returnable: 90-Day
  - Thread Pitch (mm): 4 mm
  - Thread Style: Serrated Thread
  - Threads Per Inch (TPI): 6 TPI

Warranty / Certifications:
  - Manufacturer Warranty: For warranty information on this product, please call the Customer Service Center at 1-800-435-4654.

Dimensions:
  - Screw Length: 4 in
  - Size: 5/16 in
"
Hardware / Fasteners / Screws / Structural Screws,SPAX,4571820800907,5/16 in. x 3-1/2 in. Exterior Hex Head Structural Wood Lag Screws Powerlags Hex (1 Each),1~~5/16 in~~3-1/2 in,https://www.homedepot.com/p/SPAX-5-16-in-x-3-1-2-in-Exterior-Hex-Head-Structural-Wood-Lag-Screws-Powerlags-Hex-1-Each-4571820800907/202041043,"About This Product
The SPAX Factor- for the craftsman that concentrates on the details, We Work for You. for the Pro that puts qualify first, we help you create stronger connections, enhance performance and improve results when your reputation is on the line. Say Good Bye to your fathers traditional lag. SPAX PowerLags offer superior installation performance and durability over traditional lag screws and carriage bolts for structural wood construction. Made of carbon steel and coated for long term durability to ensure your project endures. Made SPAX is your trusted partner for your fastening needs. Do it Once, Do it Right with SPAX.
Highlights:
- 40% Lower driving torque with patented serrated cutting threads
- No pre-drilling needed with heat treated 4CUT point technology
- Great for patio, deck, treated lumber, heavy duty outdoor project
Check out our threads: our patented thread serration technology allows the screw to be driven faster, reduces splitting in wood and reduces driving torque by 40%, let the SPAX factor take some of the hassle out of your next project Ideal replacement for the conventional lag IRC/IBC code compliant: TER-number 1912-18 True to size thread diameters, grade 5 heat treat and the washer head style are just some of this fastener's distinct advantages, tested under the toughest scenarios to give you confidence in every connection HCR (High Corrosion Resistant) double barrier coating is tested and recognized for use in ground contact and pressure treated lumber for exterior fresh water general construction applications SPAX 5/16 in. hex PowerLags require a 7/16 in. hex driver Common applications: landscaping timber, deck ledger attachment, fencing, exterior treated lumber, structural wood to wood connections
Product Information
Internet # 202041043 Model # 4571820800907 Store SKU # 368774 Store SO SKU # None","Details:
  - Drive Style: Hex
  - Fastener Color: Black
  - Fastener Material: Carbon Steel
  - Fastener Plating: Painted
  - Fastener Type: Structural Screws
  - Features: ACQ Rated,Self Tapping
  - Grade: Not Graded
  - Head Style: Hex Head
  - Included: Screw
  - Interior/Exterior: Exterior,Interior
  - Materials Fastened: Wood to Wood
  - Measurement Standard: SAE
  - Measurement System: Inches
  - Package Quantity: 1
  - Product Weight (lb.): .052 lb
  - Returnable: 90-Day
  - Thread Pitch (mm): 4 mm
  - Thread Style: Serrated Thread
  - Threads Per Inch (TPI): 6 TPI

Warranty / Certifications:
  - Manufacturer Warranty: For warranty information on this product, please call the Customer Service Center at 1-800-435-4654.

Dimensions:
  - Screw Length: 3-1/2 in
  - Size: 5/16 in
"
Hardware / Fasteners / Screws / Structural Screws,SPAX,4571820800905,5/16 in. x 3-1/2 in. Exterior Hex Head Structural Wood Lag Screws Powerlags Hex (50 Each) Bit Included,50~~5/16 in~~3-1/2 in,https://www.homedepot.com/p/SPAX-5-16-in-x-3-1-2-in-Exterior-Hex-Head-Structural-Wood-Lag-Screws-Powerlags-Hex-50-Each-Bit-Included-4571820800905/203261700,"About This Product
The SPAX Factor - For the craftsman that concentrates on the details, We Work for You. For the Pro that puts qualify first, we help you create stronger connections, enhance performance and improve results when your reputation is on the line. Say Good Bye to your fathers traditional lag. SPAX PowerLags offer superior installation performance and durability over traditional lag screws and carriage bolts for structural wood construction. Made of carbon steel and coated for long term durability to ensure your project endures. U.S made SPAX is your trusted partner for your fastening needs. Do it Once, Do it Right with SPAX.
Highlights:
- 40% Lower driving torque with patented serrated cutting threads
- No pre-drilling needed with heat treated 4CUT point technology
- Great for patio, deck, treated lumber, heavy duty outdoor project
Check out our Threads! Our patented thread serration technology allows the screw to be driven faster, reduces splitting in wood, and reduces driving torque by 40 percent. Let the SPAX FACTOR take some of the hassle out of your next project The ideal replacement for the conventional lag. IRC/IBC Code Compliant: TER-No. 1912-16 True to size thread diameters, grade 5 heat treat, and the washer head style are just some of this fastener's distinct advantages. Tested under the toughest scenarios to give you confidence in every connection The HCR (High Corrosion Resistant) double barrier coating is tested and recognized for use in ground contact and pressure treated lumber for exterior fresh water general construction applications Engineered and Manufactured in the USA SPAX 5/16-in. Hex PowerLags require a 7/16-in. Hex Driver Common applications: Landscaping timber, deck ledger attachment, fencing, exterior treated lumber, structural wood to wood connections Bit Included
Product Information
Internet # 203261700 Model # 4571820800905 Store SKU # 1000782176 Store SO SKU # None","Details:
  - Drive Style: Hex
  - Fastener Color: Black
  - Fastener Material: Carbon Steel
  - Fastener Plating: Painted
  - Fastener Type: Structural Screws
  - Features: ACQ Rated,Self Tapping
  - Grade: Not Graded
  - Head Style: Hex Head
  - Included: Driver Bit,Screw
  - Interior/Exterior: Exterior,Interior
  - Materials Fastened: Wood to Wood
  - Measurement Standard: SAE
  - Measurement System: Inches
  - Package Quantity: 50
  - Product Weight (lb.): 0.052 lb
  - Returnable: 90-Day
  - Thread Pitch (mm): 4 mm
  - Thread Style: Serrated Thread
  - Threads Per Inch (TPI): 6 TPI

Warranty / Certifications:
  - Manufacturer Warranty: For warranty information on this product, please call the Customer Service Center at 1-800-435-4654.

Dimensions:
  - Screw Length: 3-1/2 in
  - Size: 5/16 in
"
Hardware / Fasteners / Screws / Structural Screws,SPAX,4571820101277,3/8 in. x 5 in. Exterior Hex Head Structural Wood Lag Screws Powerlags Hex (1 Each),1~~3/8 in~~5 in,https://www.homedepot.com/p/SPAX-3-8-in-x-5-in-Exterior-Hex-Head-Structural-Wood-Lag-Screws-Powerlags-Hex-1-Each-4571820101277/202041047,"About This Product
The SPAX Factor - For the craftsman that concentrates on the details, We Work for You. For the Pro that puts qualify first, we help you create stronger connections, enhance performance and improve results when your reputation is on the line. Say Good Bye to your fathers traditional lag. SPAX PowerLags offer superior installation performance and durability over traditional lag screws and carriage bolts for structural wood construction. Made of carbon steel and coated for long term durability to ensure your project endures. U.S made SPAX is your trusted partner for your fastening needs. Do it Once, Do it Right with SPAX.
Highlights:
- 40% Lower driving torque with patented serrated cutting threads
- No pre-drilling needed with heat treated 4CUT point technology
- Great for patio, deck, treated lumber, heavy duty outdoor project
Check out our Threads! Our patented thread serration technology allows the screw to be driven faster, reduces splitting in wood, and reduces driving torque by 40 percent. Let the SPAX FACTOR take some of the hassle out of your next project The ideal replacement for the conventional lag. IRC/IBC Code Compliant: TER-No. 1912-15 True to size thread diameters, grade 5 heat treat, and the washer head style are just some of this fastener's distinct advantages. Tested under the toughest scenarios to give you confidence in every connection The HCR (High Corrosion Resistant) double barrier coating is tested and recognized for use in ground contact and pressure treated lumber for exterior fresh water general construction applications Engineered and Manufactured in the USA SPAX 3/8-in. Hex PowerLags require a 1/2-in. Hex Driver Common applications: Landscaping timber, deck ledger attachment, fencing, exterior treated lumber, structural wood to wood connections
Product Information
Internet # 202041047 Model # 4571820101277 Store SKU # 369431 Store SO SKU # None","Details:
  - Drive Style: Hex
  - Fastener Color: Black
  - Fastener Material: Carbon Steel
  - Fastener Plating: Painted
  - Fastener Type: Structural Screws
  - Features: ACQ Rated,Self Tapping
  - Grade: Not Graded
  - Head Style: Hex Head
  - Included: Screw
  - Interior/Exterior: Exterior,Interior
  - Materials Fastened: Wood to Wood
  - Measurement Standard: SAE
  - Measurement System: Inches
  - Package Quantity: 1
  - Product Weight (lb.): .107 lb
  - Returnable: 90-Day
  - Thread Pitch (mm): 6 mm
  - Thread Style: Serrated Thread
  - Threads Per Inch (TPI): 5 TPI

Warranty / Certifications:
  - Manufacturer Warranty: For warranty information on this product, please call the Customer Service Center at 1-800-435-4654.

Dimensions:
  - Screw Length: 5 in
  - Size: 3/8 in
"
Hardware / Fasteners / Screws / Structural Screws,SPAX,4571820801275,5/16 in. x 5 in. Exterior Hex Head Structural Wood Lag Screws Powerlags Hex (50 Each) Bit Included,50~~5/16 in~~5 in,https://www.homedepot.com/p/SPAX-5-16-in-x-5-in-Exterior-Hex-Head-Structural-Wood-Lag-Screws-Powerlags-Hex-50-Each-Bit-Included-4571820801275/315348055,"About This Product
The SPAX Factor - For the craftsman that concentrates on the details, We Work for You. For the Pro that puts qualify first, we help you create stronger connections, enhance performance and improve results when your reputation is on the line. Say Good Bye to your fathers traditional lag. SPAX PowerLags offer superior installation performance and durability over traditional lag screws and carriage bolts for structural wood construction. Made of carbon steel and coated for long term durability to ensure your project endures. Made SPAX is your trusted partner for your fastening needs. Do it Once, Do it Right with SPAX.
Highlights:
- 40% Lower driving torque with patented serrated cutting threads
- No pre-drilling needed with heat treated 4CUT point technology
- Great for patio, deck, treated lumber, heavy duty outdoor project
Check out our threads, our patented thread serration technology allows the screw to be driven faster, reduces splitting in wood and reduces driving torque by 40%, let the SPAX factor take some of the hassle out of your next project Ideal replacement for the conventional lag, IRC/IBC code compliant: TER-no. 1912-07 True to size thread diameters, grade 5 heat treat and the washer head style are just some of this fastener's distinct advantages, tested under the toughest scenarios to give you confidence in every connection HCR (high corrosion resistant) double barrier coating is tested and recognized for use in ground contact and pressure treated lumber for exterior fresh water general construction applications Engineered SPAX 5/16 in. Hex PowerLags require a 7/16 in. Hex driver Common applications: landscaping timber, deck ledger attachment, fencing, exterior treated lumber, structural wood to wood connections Bit included
Product Information
Internet # 315348055 Model # 4571820801275 Store SKU # 1006213478 Store SO SKU # None","Details:
  - Drive Style: Hex
  - Fastener Color: Black
  - Fastener Material: Carbon Steel
  - Fastener Plating: Painted
  - Fastener Type: Structural Screws
  - Features: ACQ Rated,Self Tapping
  - Grade: Not Graded
  - Head Style: Hex Head
  - Included: Driver Bit,Screw
  - Interior/Exterior: Exterior,Interior
  - Materials Fastened: Wood to Wood
  - Measurement Standard: SAE
  - Measurement System: Inches
  - Package Quantity: 50
  - Product Weight (lb.): 2.95 lb
  - Returnable: 90-Day
  - Thread Pitch (mm): 4 mm
  - Thread Style: Serrated Thread
  - Threads Per Inch (TPI): 6 TPI

Warranty / Certifications:
  - Manufacturer Warranty: For warranty information on this product, please call our Customer Service Center at 1-800-435-4654

Dimensions:
  - Screw Length: 5 in
  - Size: 5/16 in
"
